id_profile,placa_carro,data_aquisicao,id_carro
239189,HBH-3762, 2014-09-17,41236
954383,AYA-1003, 1992-08-14,15190
134256,NEN-1882, 2021-02-28,28116
631121,AMM-5786, 1990-08-03,85596
485959,VKC-3921, 2008-04-26,69337
783750,NHN-4214, 2020-04-26,37833
842305,LLO-3701, 1990-05-15,85329
226472,QOF-1102, 1990-03-14,73389
675066,WXP-9980, 1986-09-18,89610
609850,RRN-4001, 2020-12-04,84535
563301,FID-7670, 2021-11-10,25910
222961,HNZ-2031, 1992-12-15,10045
701,TAT-4191, 2010-11-01,79466
775986,KFJ-9535, 2019-08-24,96652
842205,STA-2582, 1974-06-17,97409
465164,CLJ-5741, 1972-05-03,32796
244626,MBZ-2860, 1993-03-13,97205
447565,KBY-5063, 2005-11-15,34209
667722,SXP-0451, 1996-11-23,90243
309039,IIM-1086, 1972-05-09,6191
100641,MRD-3091, 1989-09-22,5879
119662,PAJ-2905, 1984-04-22,57191
787642,IHH-2405, 1991-09-22,71011
521661,VDO-3211, 2003-03-14,29819
80889,VHJ-5164, 1988-07-10,32221
67931,KDI-0436, 1980-09-10,91420
531096,LLQ-9485, 2000-11-24,2769
699187,HVV-4281, 2017-06-13,59487
851277,STR-5127, 2018-03-16,89015
918895,ELA-9694, 2000-06-29,69072
265192,TTG-9791, 2014-05-09,17340
137286,GTM-1706, 2020-11-13,54997
915057,JLV-2766, 1987-05-27,96193
391942,OQA-2499, 2015-03-07,52772
915424,JLK-1075, 2015-02-02,2098
956243,VWQ-6857, 2018-10-29,54823
820012,DHP-5979, 2003-10-09,40633
3360,HPP-1102, 1981-10-29,47097
888807,MOY-6691, 1989-12-25,22649
140134,VUC-5447, 2014-01-01,45359
84547,CYY-8566, 1974-02-19,32757
110337,PXK-3102, 2009-08-29,74251
616272,GCS-2347, 2016-10-10,68591
217051,NWL-1820, 1979-04-24,77799
262613,LCK-3840, 2020-07-07,13693
995133,GXX-7314, 1983-05-24,4138
940639,IJW-0619, 1990-02-01,67107
388541,XHC-0904, 2010-02-17,4878
583594,LWG-7242, 1989-01-08,92486
303353,EMZ-0915, 2007-05-23,46688
777776,FKT-3541, 2005-12-02,21747
9101,UET-5571, 1974-12-28,82350
237341,YMX-7231, 1998-01-23,83753
209539,OPT-3197, 1974-11-11,38922
526178,XDM-5152, 1973-02-18,5824
278155,OVH-8716, 1975-07-21,72264
259226,CPR-4018, 2014-09-27,95381
930800,GPH-1231, 2000-07-06,94011
270118,UHU-8143, 1982-08-27,15974
903413,IXQ-5549, 1981-05-19,34428
688196,DTJ-0975, 2014-06-13,85730
980003,KUF-5391, 2009-10-18,24519
864908,VPO-6001, 1991-03-21,92801
764207,UMD-3855, 1981-12-12,97565
217275,YPT-9516, 2019-08-23,77995
547090,YPE-0007, 2013-10-23,12698
566272,FCB-8630, 1978-10-23,55802
511147,XWS-0835, 2012-02-01,29556
875700,TSR-7913, 2010-09-05,24025
561270,XVJ-7549, 1974-02-03,33002
256405,FUK-4326, 1973-11-18,10153
672186,BLC-7903, 1977-05-24,10560
251497,NJB-5759, 1991-03-22,37505
626816,HGL-9953, 2005-07-20,78301
161966,EHN-6630, 2004-11-03,32588
88009,QUX-0854, 1986-08-06,8578
234915,VZN-6186, 2016-08-22,11474
472960,LEU-2325, 2011-06-24,47933
867085,FKD-0562, 2018-10-26,79419
432363,ELS-9285, 1993-09-22,99674
642681,WTR-2809, 1971-07-15,59026
151943,LHF-0139, 1999-06-22,71222
598091,XSO-6570, 1995-08-04,85543
671170,GKC-0157, 1986-08-12,10721
565086,RDB-6996, 1976-07-12,36729
824666,NDD-5253, 2018-11-17,79289
27247,KFA-3404, 2007-07-10,28035
840171,RMM-1152, 1989-04-17,38299
986606,GDS-2932, 1970-02-09,87558
952460,HVD-3903, 2017-07-04,31336
788136,RUD-2742, 1979-05-05,19671
192049,ZND-7316, 2018-05-03,7595
981927,ANM-9944, 1977-02-24,73973
244183,AKM-2654, 2007-09-27,6675
512657,LFF-2114, 2006-01-18,96781
257310,VMW-2077, 1976-12-01,74390
740524,OSO-8243, 1997-08-17,38720
872542,UFY-5623, 1984-01-08,61168
639269,SSE-4024, 1989-01-28,10762
103041,QXP-9201, 1970-02-11,91790
167513,YNJ-1749, 2000-01-25,68810
341016,IUP-9559, 1988-03-10,67100
808017,CUT-7687, 2014-02-20,14072
473430,YXU-5640, 2006-10-05,48555
110839,KSE-0682, 1983-10-22,69232
201732,VWQ-5293, 1981-06-11,68358
347051,NYN-9107, 1981-09-28,43419
320658,VOZ-7195, 1994-03-12,68136
384716,JVE-3732, 2019-05-28,42735
233869,FLW-9998, 2007-05-04,45013
360111,YTK-9818, 2016-11-11,25510
455589,ICW-4593, 1994-11-25,78514
21189,LHR-8541, 2013-06-29,50181
370517,EFN-9139, 2007-01-02,4602
979496,UBV-8257, 1999-09-12,2278
21331,LVN-9768, 2013-12-09,46524
966511,MFT-3306, 2000-07-22,28807
919207,WOQ-1317, 2014-04-22,2715
535840,GBC-6166, 2008-11-08,94816
22286,HNM-1612, 2016-01-25,95960
443192,LCU-9555, 1973-12-01,76973
86071,XIN-3750, 2019-09-27,79830
193452,PVY-6660, 1975-11-27,29159
897229,SEH-4884, 1985-01-20,46038
150951,XXT-3127, 1991-02-22,11234
548945,KNI-8156, 2007-04-26,21174
233001,XPT-5175, 1988-04-21,700
477689,NNR-5343, 1993-01-05,14696
941481,UCB-4558, 1971-12-21,85938
21142,GFL-2986, 1998-04-25,10329
549858,FSV-5575, 1993-09-25,31553
842910,JKI-6837, 1973-02-22,68799
332719,QRP-3049, 1977-11-18,98057
830908,OPM-3218, 1972-08-05,57262
810790,HHP-1742, 1997-03-18,68404
456475,ZED-0142, 2021-01-11,2597
846755,WQX-5840, 1994-02-15,8063
552061,VXQ-9188, 2014-02-16,53772
143587,GFM-9815, 1997-05-04,62449
172170,AWH-4389, 1986-03-15,3175
30610,XTQ-1088, 1970-08-06,56590
300085,QYG-4933, 1981-06-07,96339
542048,AOM-1029, 2005-11-10,46896
305740,JJN-0497, 1981-03-05,18958
965115,IXP-2555, 1976-04-22,18473
700751,UWY-0031, 1996-08-30,6973
130840,AKN-3961, 2011-12-21,2826
449697,RFU-3934, 2019-10-18,38581
984321,CKV-4072, 1998-08-04,93023
570691,TBH-3245, 1986-11-24,84924
511450,URT-5648, 2017-05-11,8464
203987,ULO-4479, 2010-08-07,36353
136039,LVF-0464, 1987-07-31,79531
784874,HFC-6654, 2003-04-27,78524
633061,IKF-9943, 1971-10-07,59455
93708,BTX-7869, 1988-12-17,73786
259710,QIE-4048, 2004-03-11,4796
50820,NMH-8939, 2013-06-13,66391
45733,CAK-1427, 2008-08-04,50088
792632,WAX-7186, 1974-07-22,16878
307178,NVC-6069, 1995-08-14,81240
407424,VEK-0700, 1982-09-17,89996
440422,TSJ-9496, 1975-03-29,90024
503091,YOT-2424, 1971-08-03,2041
40342,JWN-5512, 2002-04-20,31739
745583,ZJQ-7410, 2014-10-15,70348
606500,NED-5554, 1985-04-11,47577
836565,FMY-6610, 2019-09-26,29258
955036,GGL-6642, 2014-08-13,86713
893527,HEU-1827, 2001-02-02,68744
739509,MHB-8426, 2002-03-26,25222
911083,ZRH-4394, 1971-08-24,35607
142761,RBA-6654, 1980-02-23,99495
213534,VHX-9558, 2008-06-07,54924
263072,BDK-4173, 1999-12-14,35415
321262,ZDG-1702, 1985-10-05,64501
755650,BTH-6694, 1981-08-30,87873
836092,UMG-6119, 2020-04-25,4699
583708,NWH-0307, 1989-04-17,4569
255727,TUU-3202, 2006-12-22,70290
64669,ZMB-4519, 1994-01-25,41950
166853,SCK-4297, 2013-04-23,2223
896942,RUQ-1503, 1971-09-29,40827
253378,ZNI-2589, 2005-08-06,47527
519254,TEJ-9751, 2007-07-02,42031
626123,JJT-8826, 1971-11-01,7735
234595,PYT-2378, 1997-01-27,82434
565859,UGA-9804, 2002-10-16,12871
475151,GDF-4958, 2012-03-27,48716
771572,KBG-5423, 2017-05-01,58541
521323,GOS-9718, 1996-06-30,99363
548812,RLK-0602, 2017-09-07,96479
592999,KXP-2289, 1997-03-12,60685
445995,VAS-8068, 2004-06-29,80919
842824,TBN-9568, 1974-03-16,17498
483240,NZO-4187, 1986-11-19,3713
583421,XVM-8729, 2005-05-24,67145
20672,VWI-6944, 2012-11-14,97588
235550,GBV-9144, 2002-02-06,87859
739147,PPN-0746, 2010-03-31,47950
750883,VLV-1393, 2009-06-11,63745
977742,AGT-8063, 2006-04-08,40353
17943,TFF-7499, 1986-01-12,69318
909320,REN-4088, 1987-01-17,84343
679961,CSH-5410, 1979-01-15,81378
978712,RZN-0613, 2004-09-22,93138
699982,AFI-5381, 2005-04-16,58090
106402,XLO-3691, 1992-07-10,31881
705816,LCN-2716, 2009-08-21,22256
695729,ZWV-8288, 1994-10-14,38157
619600,POY-5026, 1991-11-19,75555
324852,IRR-6696, 1978-04-27,11708
134204,RJO-3847, 1980-05-26,19150
407762,XBZ-8576, 1984-08-26,37632
884376,RAE-7830, 1973-01-12,94567
748066,HDY-7583, 2019-04-02,35307
647905,BSN-4105, 1980-07-21,62206
617286,SQR-0735, 1982-07-23,80965
479567,TNZ-7660, 2012-04-11,73681
847305,GUK-0190, 1993-05-31,28737
17732,EBW-2510, 1982-11-09,62295
109665,UDZ-9315, 1991-04-11,75005
704982,LWV-6725, 1988-06-13,75967
495343,VEF-0278, 2007-02-24,37775
612911,PWE-6467, 2000-05-01,78770
749923,WEB-8852, 2013-12-13,30232
265534,WON-6375, 1996-01-14,78666
251678,AQQ-9728, 1995-09-26,2136
682057,HNF-1146, 1976-07-18,43901
754648,MKP-7678, 2015-10-02,53790
173139,PXJ-7985, 1996-10-22,69797
25482,JRD-2227, 1981-09-09,7615
719372,UJD-0534, 1972-03-13,74622
264471,DOP-1220, 1998-06-06,19871
278840,VYY-7970, 2011-07-26,99941
683859,OZH-3937, 1992-10-30,81160
200087,ULW-9000, 2006-08-18,11785
118018,DPU-7151, 1986-06-16,98315
370027,BWC-2150, 1996-10-02,64522
254341,SSA-1587, 2005-02-05,60710
102514,DIS-7783, 1988-01-22,20383
895465,JKN-7591, 1983-01-12,38170
290495,EGD-3300, 2013-06-05,65550
333373,YYG-4783, 1992-05-02,87472
928369,LCS-4352, 1970-02-20,71915
937289,WAN-2234, 2021-06-08,56280
608092,EDT-1440, 1970-01-05,98243
762063,KHJ-4290, 2014-11-14,21520
67231,XUY-4913, 2000-11-21,91512
70162,MKM-0310, 2001-02-04,73684
465138,YSE-6111, 1979-03-27,16024
166001,XBA-9644, 1986-04-02,46755
487379,CHR-5523, 1989-02-20,41209
765245,PGI-5816, 2012-05-09,23953
852148,RVU-7888, 1990-04-29,18108
318459,YZH-4429, 1993-09-23,14130
860697,MFS-5818, 2019-11-01,60713
131077,MVY-9565, 1982-09-28,81885
294115,TEK-1839, 1986-09-27,37326
648101,EWU-3481, 2020-03-13,57323
521156,CSS-9534, 1975-11-27,29237
620704,EBO-2519, 1984-02-09,67092
530641,EYT-9283, 1991-04-27,30145
862562,EJQ-5268, 1985-01-01,23429
787810,XIC-3199, 2011-04-20,17852
92341,NDA-8825, 2008-01-02,48344
496007,BLS-0511, 1996-06-13,43999
223949,PKY-7007, 1972-06-11,27209
288253,UBR-1209, 2013-04-05,30000
305942,FYR-5948, 2001-04-20,85027
320467,XRD-1351, 1973-04-15,90077
934815,LMD-2571, 1975-12-22,25732
278546,CFG-3970, 1988-01-21,86710
821180,TBY-5023, 2006-05-12,20391
378661,URZ-2128, 1990-05-21,14083
613464,MSB-9642, 1970-11-28,42499
769496,RKC-1497, 1997-08-29,51217
938242,SHJ-5152, 1992-02-24,28261
388913,NTP-3298, 2016-08-22,22544
130519,UCS-7600, 2016-04-04,99107
415035,STI-3165, 1997-07-15,44787
263668,VYX-1674, 1971-07-22,84440
615366,PEK-5523, 1988-12-14,79227
127227,JTE-1139, 1995-12-15,33311
857621,ZFP-1782, 2007-07-10,29044
836960,SPE-8124, 1980-07-07,97738
870071,BMU-6418, 1993-07-02,8419
221058,OPG-2399, 1974-12-23,43982
270053,UJC-4883, 2005-10-30,4884
368111,WUK-4374, 1984-05-05,43300
822176,TIE-5228, 2005-04-28,64420
636080,EGN-9818, 1989-07-17,1994
315096,ZTE-0123, 2008-12-04,53106
776370,PVY-9411, 2000-08-25,9626
654311,QRV-3423, 1972-02-13,60777
19648,ELO-4102, 1995-06-24,49736
905570,PHI-2571, 2017-09-28,97151
849817,ZZI-0539, 2007-11-03,47980
439261,NJI-4939, 1991-05-26,97767
68540,UYN-4242, 2010-08-02,27762
531760,CBZ-2652, 1997-07-12,82348
352694,PDI-1382, 2009-07-12,39996
228254,QEF-3946, 1984-12-21,2571
532047,VGL-9797, 1984-01-04,55617
120627,JEF-0475, 2012-01-14,4701
422726,XUA-3370, 2010-02-17,26694
482680,XMM-2796, 1979-10-02,84645
334412,QDT-2294, 1993-03-03,22745
227481,GHQ-9367, 2003-12-13,36270
81930,KGB-5108, 1988-01-19,74802
928148,KDS-3743, 2017-06-03,29997
887071,PIH-5394, 2018-02-18,88639
606381,JAJ-8727, 2004-07-15,38928
179890,JLP-5808, 1970-06-20,9064
527902,NWE-3295, 2021-11-29,24131
519564,HVL-2587, 2008-12-11,44572
317661,ZLL-0384, 1990-07-06,10871
62130,MWT-3668, 1987-01-30,95920
104355,KTO-8089, 2007-12-31,26384
163939,XRS-8310, 1999-06-10,14563
3508,SMT-4689, 1992-11-15,859
399192,DSF-3071, 1997-05-29,95481
711547,KRB-5649, 1971-12-05,5949
478200,PZX-5882, 1999-09-23,90715
803900,TYZ-5992, 2020-01-07,54879
478034,IWY-5713, 2008-03-21,17367
705971,YFP-6463, 1984-12-27,33262
504013,KEN-8773, 1996-05-05,84240
231022,XGO-4005, 2004-02-09,25157
971950,WYG-4399, 1991-08-17,2773
454935,GSX-0541, 1979-04-07,69296
602025,PHV-5209, 1988-11-24,75021
245204,YQH-7193, 1970-07-16,147
134595,QMM-5466, 2000-07-10,46638
244936,TXE-0288, 1995-08-30,90893
521851,HWC-9743, 1978-10-24,37594
298920,DIJ-9449, 1972-10-21,57501
329570,SQW-8218, 2015-08-25,41402
610151,TWX-9367, 1997-12-02,48160
363556,ZUZ-6053, 2010-12-22,54895
6885,DIO-5457, 1980-08-23,7671
214976,ICO-3309, 2022-04-03,80598
65559,QBM-2988, 2004-02-22,85279
377683,ESS-7054, 2011-04-17,49994
305872,NUJ-6455, 2000-02-08,1840
359132,KRT-5404, 1985-02-01,93932
27360,KQT-5181, 1991-06-28,90746
479859,MPB-6597, 1974-05-09,18032
655120,HKT-4566, 1997-02-20,98015
655716,VGJ-6944, 2015-05-01,98805
807402,KGZ-2602, 2017-06-19,63728
582172,RMP-7324, 1970-03-02,6841
704552,TMT-8166, 2011-04-11,49909
548341,KYM-7914, 1980-08-27,65609
914544,HTM-0017, 1975-03-31,20100
384935,SKO-3939, 2000-11-01,99138
828615,VRO-8719, 1989-07-18,3267
477346,DMC-6040, 1987-12-23,98119
291688,UGJ-1801, 1987-07-05,90670
615651,KVN-7343, 1996-07-15,62894
105088,NPZ-4198, 1976-12-24,26567
518476,TMG-2180, 1980-12-10,42315
115548,XYB-9225, 2009-04-02,94766
98744,ALQ-1062, 1977-01-07,12179
576046,ZOW-7722, 2001-09-28,38747
250476,LLF-4239, 2003-11-01,11332
89979,EVU-6882, 1989-07-03,63246
450707,HIL-7956, 2022-06-10,2089
737790,MLP-7595, 1994-10-11,73285
632800,IKK-4285, 1970-10-06,39078
793115,KHI-6455, 1975-09-05,2364
177682,DJR-2231, 1989-02-06,28360
890556,SLD-9339, 2006-10-21,68168
289649,GCE-0926, 1986-09-02,19004
460066,ARJ-7020, 2001-05-23,77643
777358,YKK-0355, 2006-08-12,32937
459567,IRO-7771, 2013-09-27,30170
611931,FCK-4653, 2006-03-01,99046
536921,ITF-8977, 1997-05-18,46535
780194,BHQ-0321, 1987-06-01,92606
436547,SGQ-7751, 2005-09-05,39610
896745,OXR-0685, 1998-06-18,25998
880215,WEU-4414, 2009-06-14,23439
17922,ATK-9740, 1980-10-16,86564
45722,DMV-2988, 1978-09-20,34169
289570,YZE-8113, 1991-07-22,75362
993146,XIV-8021, 1986-10-19,59058
316163,WGR-1036, 2002-09-09,67705
749406,EKT-1261, 1971-10-27,28751
937874,OMN-2079, 2002-08-03,35936
570271,XKN-3443, 1975-04-30,37722
800785,BBR-5456, 2012-11-14,44294
257428,LSZ-2747, 1970-12-28,97047
592646,EDV-1111, 2000-06-07,47471
303151,AVC-0328, 1989-01-23,93199
904116,VRR-7126, 1973-01-25,46061
240769,MEZ-7647, 1975-08-18,99123
772595,ASJ-6206, 2016-06-14,92726
615470,GVT-8096, 2014-04-30,53615
78082,EMN-5390, 1991-07-27,85647
622950,SVQ-1166, 2022-06-14,49908
174418,YSR-3658, 1990-07-09,65552
754022,DHQ-9273, 1980-08-10,86314
752143,JSD-3443, 1995-04-20,3843
346678,TJE-3442, 2013-10-13,90413
980726,AJG-7684, 2001-07-06,90992
121030,PXS-1982, 1987-01-13,33777
983992,EMS-4588, 2004-02-16,93451
374906,GKT-6916, 2002-04-25,51777
247158,GHQ-0001, 1999-10-23,53800
569313,MLE-4897, 1980-09-14,61381
608778,JCY-2762, 1994-11-22,4630
952179,DBP-4028, 2013-07-03,5684
320334,HQD-9555, 1989-03-19,94283
685855,NUK-7471, 2016-02-27,26256
836176,TTK-1290, 1991-05-25,39241
78776,OKT-5370, 2006-04-15,52992
289105,ERG-3617, 2014-04-29,75698
319012,CDN-9827, 2016-02-02,42675
570446,UCW-8955, 2015-11-19,51981
553421,NEO-4768, 2019-03-27,54396
286539,HPE-5641, 1991-01-27,25548
497915,OVP-8684, 2005-02-03,45034
463637,JPB-6243, 1975-11-09,29855
889533,ECS-6899, 2016-08-04,38263
921078,HAE-0833, 2021-03-13,87269
822841,XVR-2117, 1983-01-20,10484
165399,ZZM-5352, 1995-12-01,88478
123165,NOW-6276, 1985-02-26,73170
303989,YFU-8207, 1979-07-13,94122
807197,DBF-4759, 1979-02-09,39077
602666,LHC-8022, 1978-06-16,75584
233306,ORQ-8219, 2018-11-21,38194
191648,UWY-2346, 2007-01-24,74492
410136,YKB-8840, 2022-07-01,25549
353550,RLZ-8475, 1972-02-22,41955
112650,XUB-3475, 2011-10-10,85386
327556,ZCR-6851, 1985-09-05,33102
171195,DQB-4854, 2011-02-27,5810
918619,DSL-7571, 2003-10-13,87802
274694,ZEX-9048, 2012-02-19,37830
824690,UGG-1192, 1975-08-13,57960
697747,UBF-6174, 2002-08-10,10942
316419,RDG-0641, 1992-02-21,85469
924891,LEK-3271, 2011-11-09,59266
880871,UVV-2056, 2012-07-19,35618
191669,UJW-2306, 1980-02-05,69401
869694,MVK-0229, 1996-02-11,95309
299409,YST-8244, 2007-09-23,35729
768583,CTC-4425, 1972-04-22,83639
135548,LRS-2519, 2008-11-02,96765
741408,AUP-3213, 1990-09-08,84992
667632,MGW-4909, 2002-03-12,9582
554167,YAT-6413, 1999-05-20,75379
80377,SCR-6133, 2021-01-04,65626
250540,ERC-9864, 2002-06-15,10798
403520,WFZ-0569, 2000-08-24,14678
513591,BXD-1123, 1978-01-27,86073
423669,HKK-9634, 1987-02-18,19752
368484,GHC-2768, 1997-02-12,58013
574342,RQZ-2889, 1986-07-01,69325
863938,VQH-0428, 1995-07-09,10074
573300,PNS-3912, 2017-12-22,82351
643916,JGN-9342, 1980-08-30,96856
614848,BCG-9300, 1978-03-26,56467
424150,RTF-5396, 2005-08-26,33567
262895,OSO-6312, 2013-06-26,76031
623144,BWQ-8793, 2002-03-30,50769
758641,PHQ-3976, 1993-05-30,97547
151035,NBA-3537, 1985-12-31,15131
836703,YJB-2556, 1992-01-15,48196
628411,FPJ-7835, 2001-08-25,53241
624504,JOH-7175, 2020-10-15,8414
234366,DPR-3528, 2003-05-05,45046
597649,CXZ-3889, 2011-05-07,53678
698879,VED-9634, 2014-07-04,49497
357144,TTU-7244, 2011-07-29,80056
397694,JJI-6984, 1978-07-16,98119
748924,RKT-6725, 1988-04-05,47668
609983,GYO-0255, 2018-01-22,59289
593272,OOG-7474, 1983-12-14,28400
938893,TBJ-0825, 1977-08-01,68324
7274,WZC-2012, 1986-02-25,61528
809193,DEB-6754, 1996-10-25,22707
393871,JZP-5644, 1997-12-24,21772
488532,GLR-9660, 1991-03-18,89479
793021,KSP-7988, 2019-08-01,2772
485873,ETT-0622, 1998-03-21,7842
128877,OOS-0849, 2020-11-11,67073
949795,JFO-4709, 1981-09-20,74343
383727,INJ-4612, 1985-03-09,16982
194947,ZNN-1489, 2004-02-25,60401
669843,INZ-7537, 1994-09-22,62509
173771,TFA-8246, 1979-05-23,78879
519462,OOL-8890, 2015-12-26,27884
354146,GDB-8153, 1995-11-18,68971
36526,VTP-8661, 1993-03-22,70988
699885,MBY-3558, 1985-05-06,65113
940198,HMD-1564, 1993-08-22,76482
404824,ZEU-1793, 1970-12-12,45679
482752,JCM-9108, 1994-03-06,34871
10045,LAQ-8004, 2008-04-05,36385
894108,FHB-4249, 2019-08-04,44086
125315,RSP-1421, 1985-09-22,90470
148699,GJH-3274, 2014-07-21,41694
891477,TPX-4179, 1984-04-12,95214
714973,IXF-7311, 2020-06-08,48212
942837,JKY-7809, 2002-01-11,17246
850868,BBD-8811, 1984-07-20,12996
430686,ZGQ-3336, 2005-07-07,53188
481407,NZI-8466, 2018-06-18,17396
149532,PQT-0807, 1999-01-30,58666
45046,NYU-8161, 1978-10-24,32351
222262,AUX-2290, 1978-05-04,1698
559361,MKF-8934, 2011-02-05,81828
618779,WRI-3790, 1990-09-11,74785
281217,QSE-1487, 2019-10-19,16055
361154,OWJ-6232, 1981-11-04,69078
625329,PUX-0030, 1990-02-19,10099
807621,FYL-1980, 2022-05-03,55366
3069,JNH-2058, 2005-11-12,88058
157436,CIU-1660, 1995-04-28,84676
382409,CMS-6646, 1974-07-04,78527
245106,QPL-2557, 1978-08-29,99681
13909,LTV-1747, 2015-10-16,89624
360777,PGA-3118, 1989-04-03,76444
271144,NRP-3416, 2017-03-18,31670
813166,UDB-4559, 2012-08-21,92800
140370,QBT-0416, 2008-09-08,64183
867475,RJP-0015, 2001-06-15,74187
102645,HOB-8795, 2008-12-31,61725
932863,XST-1740, 1988-01-13,88432
658203,HXK-9818, 2002-09-08,79812
837007,ZPK-4330, 2017-10-22,76736
801712,SYR-4577, 1981-12-03,50103
37933,DNF-2614, 1990-03-17,24846
434524,QPL-9614, 2014-09-15,37165
736006,SEY-1778, 1991-03-17,5658
551348,KIW-0552, 1979-08-11,70124
461968,PIQ-1379, 2007-09-05,97287
915984,HFI-4910, 2015-01-12,20522
459632,JJC-5663, 2013-08-26,37416
489024,MWK-1396, 2017-10-30,57150
293735,IYF-3134, 1974-08-08,39553
120239,FLY-8398, 1988-12-15,54911
280164,AKL-7499, 1970-04-18,65239
733783,MAD-1705, 1999-02-21,91135
131020,YYU-3454, 2020-07-21,82597
685941,ASK-2697, 1999-01-06,29604
673038,XTL-0742, 2014-01-07,34420
90526,UQU-4467, 2016-07-13,30512
433939,MCQ-5329, 1997-05-01,59481
937236,YZY-6003, 1988-11-27,31857
919605,RIY-8644, 1989-02-05,39264
129482,MND-7071, 1982-11-27,20924
453998,JBK-5099, 1984-04-20,82344
898506,HGI-7100, 1998-07-16,85670
893155,KEK-8844, 1982-01-20,33287
209664,AEH-6262, 2007-03-28,57546
906357,AOJ-6551, 2014-07-14,24888
721973,LTG-5423, 2018-02-18,22633
283401,ACL-3851, 2016-09-30,14932
241921,AAX-4541, 2017-10-21,23291
88905,NXA-2453, 2022-01-20,10018
98271,IBY-6596, 1992-03-22,59598
255334,BOK-2430, 2015-02-05,98741
710543,MMQ-9610, 1980-09-05,64932
787322,CKJ-9937, 2000-02-04,63820
928259,REZ-9796, 1993-08-22,3779
708101,MGE-5464, 1999-03-18,12096
160405,QYU-5816, 2004-10-23,70546
547040,KUM-6262, 1992-03-23,65648
743704,RLD-3748, 2001-03-17,15094
587020,UNV-0206, 1989-05-31,31875
963945,RQF-9319, 1993-04-27,99394
741480,BSB-2398, 1999-11-16,94992
495548,IXB-0949, 1996-12-25,21636
545364,VZD-5061, 1978-09-21,4519
508873,CEY-4398, 1979-09-27,4556
322816,ZXD-9078, 1987-01-13,3561
130733,FOP-2707, 1992-11-02,5739
47818,WMO-3652, 2013-11-11,85324
895749,EPB-6220, 1990-11-20,1868
855210,AQG-5257, 1972-02-26,43139
152805,ZSH-4861, 1995-11-13,48219
469177,JPX-8006, 1977-09-01,21050
456758,PFW-7010, 2003-01-19,80681
874184,PFI-2300, 2008-11-22,28306
584632,IQS-5683, 2014-09-16,63455
570622,GNM-4615, 1999-04-17,37338
487703,QCP-7824, 1992-01-02,91445
106013,MBX-8237, 1970-11-17,88125
42226,TVU-8223, 2018-08-22,59498
573157,REM-8476, 2010-04-17,47233
938240,TBU-3976, 1996-04-26,3922
660263,QLU-5684, 1976-08-14,76788
682470,TCJ-2755, 2016-05-10,46363
453740,EUO-1971, 2009-09-12,42128
689735,OGK-3273, 1988-08-04,78973
877565,SHX-2652, 2009-06-14,78057
203266,XZV-4971, 2010-12-17,82397
200771,QWS-7904, 1973-03-27,22536
999392,COK-2657, 2017-11-07,80256
156674,KAI-2231, 2015-01-13,20054
633415,CIP-3265, 2000-08-31,37802
514075,YSS-6251, 2010-06-17,20965
20364,NPW-9483, 1994-01-10,6132
643948,LGE-3549, 2006-02-07,58282
306774,TSI-6176, 2003-02-17,3624
410480,RHZ-2294, 2001-06-03,23183
136429,XOU-4677, 2000-09-17,11560
812329,HWN-1743, 2011-01-31,20551
887069,VDW-2909, 1991-02-15,95487
679812,UDJ-1151, 2019-10-27,26603
876571,LAJ-6425, 1984-03-25,11030
135037,ZOR-5132, 2007-10-16,3688
460611,TAG-9552, 1988-11-06,66825
149448,YJB-5885, 1986-06-05,86312
453435,LWD-6841, 2019-06-13,74113
79356,PGL-3155, 2020-04-29,889
553738,YHM-5865, 2017-11-23,73650
67551,YOU-9307, 2021-06-21,76794
791448,UHY-0208, 1987-05-31,93478
949084,KER-0334, 2006-04-11,57920
940744,FBY-0150, 2008-10-07,78825
583104,JZF-8916, 2008-09-30,87668
790167,APO-6544, 1999-07-20,59250
111228,RPZ-1004, 2020-12-04,96250
995865,OBT-6970, 2001-02-14,91689
690006,HVK-6913, 1984-04-25,90868
857582,HTE-1938, 1978-08-10,58360
994932,GIC-7928, 2006-02-09,73568
669433,MWQ-8826, 1999-05-13,99673
717457,MHH-5636, 2010-09-29,5089
791263,RAQ-8819, 2003-05-30,64020
794456,JFP-7530, 1991-01-11,3846
750945,ZSU-3565, 1977-12-03,47567
691642,WUM-6733, 1978-06-27,62136
202184,JYR-9384, 1974-05-24,85435
349522,ANB-4043, 2022-05-02,24730
244119,CKA-7610, 2022-04-07,24225
432855,MSK-8470, 1974-08-18,85939
641478,EFX-2616, 1983-06-08,53084
254753,DNT-7329, 1994-02-15,94432
768203,TOM-1920, 1998-01-12,62338
566250,AJZ-1003, 2008-04-18,35111
116525,TOP-2077, 2006-12-29,99707
888119,LKH-0553, 1992-06-02,57104
913977,BSV-0626, 1996-02-19,99411
635769,LTM-9613, 1988-08-22,91419
196087,OHI-4210, 1991-07-04,56324
449900,FUS-8812, 1982-12-06,73506
870109,BIK-4072, 1993-07-30,57335
574600,CQB-6237, 1978-09-23,26940
519696,PHC-3132, 1986-10-11,12625
818865,LKZ-8953, 1990-04-29,42787
427054,KKM-2908, 1991-05-09,85824
226073,NKD-4673, 2018-11-25,89402
534804,AYI-5507, 2010-06-15,42773
393198,BVX-2288, 1972-09-07,76979
983866,LWR-1050, 1991-10-09,86183
